City Name,Latitude,Longitude,Temperature,Wind Speed,Cloudiness,Humidity,Country,Date
mar del plata,-38.0023,-57.5575,60.87,12.66,0,70,AR,1650919246
chabahar,25.2919,60.643,82.58,6.22,0,67,IR,1650919407
ust-omchug,61.15,149.6333,12.07,7.09,100,91,RU,1650919407
hasaki,35.7333,140.8333,63.0,7.34,100,88,JP,1650919407
parkes,-33.1333,148.1833,61.36,3.0,100,69,AU,1650919408
cidreira,-30.1811,-50.2056,72.81,12.91,88,80,BR,1650919409
hermanus,-34.4187,19.2345,51.8,6.15,0,72,ZA,1650919409
sur,22.5667,59.5289,85.62,12.35,1,46,OM,1650919410
launceston,-41.45,147.1667,52.3,5.75,100,90,AU,1650919411
manjacaze,-24.7117,33.8828,70.14,5.21,4,97,MZ,1650919411
vaini,-21.2,-175.2,73.56,11.5,75,88,TO,1650919412
ribeira grande,38.5167,-28.7,61.2,12.66,20,63,PT,1650919412
kununurra,-15.7667,128.7333,67.98,0.0,100,88,AU,1650919413
quatre cocos,-20.2078,57.7625,73.09,16.2,59,74,MU,1650919413
pangnirtung,66.1451,-65.7125,26.6,17.27,100,80,CA,1650919414
masloc,45.9981,21.4497,45.72,0.74,12,85,RO,1650919415
faya,18.3851,42.4509,63.12,5.82,0,54,SA,1650919415
hua hin,12.5707,99.9588,81.19,7.09,32,78,TH,1650919415
namatanai,-3.6667,152.4333,79.54,5.23,100,79,PG,1650919416
ixtapa,20.7,-105.2,90.37,8.86,1,36,MX,1650919416
clyde river,70.4692,-68.5914,8.83,23.02,100,92,CA,1650919417
hilo,19.7297,-155.09,75.04,3.0,100,78,US,1650919417
tual,-5.6667,132.75,83.35,3.33,100,72,ID,1650919418
talnakh,69.4865,88.3972,2.21,5.06,100,98,RU,1650919418
hanahan,32.9185,-80.022,81.07,14.97,20,56,US,1650919136
fort nelson,58.8053,-122.7002,38.79,4.61,75,87,CA,1650919419
laguna,38.421,-121.4238,78.85,8.05,0,29,US,1650919419
qaanaaq,77.484,-69.3632,10.69,5.44,61,71,GL,1650919420
codrington,-38.2667,141.9667,55.42,9.1,95,75,AU,1650919420
aklavik,68.2191,-135.0107,33.37,4.47,100,100,CA,1650919341
kashi,39.4547,75.9797,67.21,11.18,7,12,CN,1650919421
yellowknife,62.456,-114.3525,43.32,13.8,75,45,CA,1650919136
monrovia,6.3005,-10.7969,80.37,10.27,99,84,LR,1650919136
kodiak,57.79,-152.4072,45.91,9.22,0,49,US,1650919421
damghan,36.1683,54.348,71.29,3.33,100,39,IR,1650919422
sitka,57.0531,-135.33,46.29,4.61,75,76,US,1650919422
jishou,28.3167,109.7167,67.48,0.98,54,96,CN,1650919423
praia da vitoria,38.7333,-27.0667,61.05,10.36,20,77,PT,1650919423
daitari,21.1,85.75,78.35,1.01,0,73,IN,1650919423
haines junction,60.7522,-137.5108,46.35,3.44,96,42,CA,1650919424
rikitea,-23.1203,-134.9692,76.78,14.85,73,74,PF,1650919424
marsh harbour,26.5412,-77.0636,74.8,14.07,1,66,BS,1650919425
bahia blanca,-38.7196,-62.2724,63.0,5.99,46,28,AR,1650919179
saint anthony,45.0205,-93.218,36.61,18.41,100,66,US,1650919426
ilulissat,69.2167,-51.1,28.15,1.72,100,91,GL,1650919426
tuktoyaktuk,69.4541,-133.0374,19.4,3.44,20,86,CA,1650919426
port alfred,-33.5906,26.891,55.18,13.38,31,91,ZA,1650919427
chulym,55.0997,80.9572,38.1,6.08,29,62,RU,1650919427
milazzo,38.2212,15.2383,59.0,3.0,100,78,IT,1650919427
klaksvik,62.2266,-6.589,40.12,13.76,100,77,FO,1650919428
changji,44.0167,87.3167,54.39,2.24,0,66,CN,1650919428
berlevag,70.8578,29.0864,28.35,10.36,40,86,NO,1650919429
kokopo,-4.352,152.2633,77.88,3.15,100,82,PG,1650919429
lorengau,-2.0226,147.2712,81.37,6.46,44,79,PG,1650919429
touros,-5.1989,-35.4608,79.11,11.54,21,82,BR,1650919430
zhanakorgan,43.9098,67.2495,60.4,7.02,100,43,KZ,1650919430
yumen,40.2833,97.2,50.49,19.8,100,18,CN,1650919431
avera,33.194,-82.5271,83.66,8.55,51,49,US,1650919431
ahipara,-35.1667,173.1667,63.91,5.84,25,72,NZ,1650919431
korla,41.7597,86.1469,61.2,21.52,100,24,CN,1650919432
mount gambier,-37.8333,140.7667,51.71,4.61,77,87,AU,1650919432
maniitsoq,65.4167,-52.9,29.34,7.7,100,82,GL,1650919433
grand gaube,-20.0064,57.6608,73.38,4.0,38,80,MU,1650919433
ossora,59.2353,163.0719,29.05,9.44,100,92,RU,1650919433
arraial do cabo,-22.9661,-42.0278,76.86,11.5,20,69,BR,1650919434
khor,47.8861,134.9464,41.41,16.28,100,87,RU,1650919435
phan thiet,10.9333,108.1,77.13,1.63,29,89,VN,1650919435
huntington,38.4193,-82.4452,84.33,10.36,40,37,US,1650919435
georgetown,5.4112,100.3354,77.07,2.3,20,93,MY,1650918922
dikson,73.5069,80.5464,5.52,2.35,100,99,RU,1650919436
yuancheng,36.652,107.7896,60.24,8.25,74,32,CN,1650919436
alice springs,-23.7,133.8833,51.35,0.0,80,100,AU,1650919437
yarim,14.298,44.3779,53.71,5.23,94,67,YE,1650919437
beringovskiy,63.05,179.3167,28.92,24.99,100,96,RU,1650919437
shelburne,44.0787,-80.2041,50.79,8.28,100,94,CA,1650919438
bilma,18.6853,12.9164,92.88,6.17,0,10,NE,1650919438
port-cartier,50.0334,-66.8654,39.74,8.59,100,99,CA,1650919439
richards bay,-28.783,32.0377,68.18,17.0,92,72,ZA,1650919439
puerto del rosario,28.5004,-13.8627,67.75,3.44,20,68,ES,1650919439
chuy,-33.6971,-53.4616,65.52,7.4,100,97,UY,1650919440
chapais,49.7834,-74.8492,40.78,9.28,100,97,CA,1650919440
mumford,5.2618,-0.759,80.62,8.03,8,86,GH,1650919441
victoria,22.2855,114.1577,80.01,5.01,10,83,HK,1650919276
kamenka,51.3223,42.7678,56.03,8.1,100,75,RU,1650919441
yar-sale,66.8333,70.8333,23.23,6.73,80,95,RU,1650919442
cape town,-33.9258,18.4232,59.18,13.0,0,70,ZA,1650919442
bandarbeyla,9.4942,50.8122,81.5,5.73,99,73,SO,1650919443
moose factory,51.2585,-80.6094,44.58,12.66,100,76,CA,1650919443
polunochnoye,60.8697,60.4153,27.66,2.84,57,96,RU,1650919444
hastings,50.8552,0.5729,46.98,15.75,24,76,GB,1650919444
mabaruma,8.2,-59.7833,78.87,3.94,100,90,GY,1650919444
kavaratti,10.5669,72.642,84.24,5.86,34,76,IN,1650919445
nobres,-14.7203,-56.3275,84.67,3.94,65,59,BR,1650919445
san felipe,10.3399,-68.7425,76.55,6.49,100,87,VE,1650919446
pevek,69.7008,170.3133,17.17,1.79,100,78,RU,1650919446
nantucket,41.2835,-70.0995,51.33,8.05,0,63,US,1650919247
champerico,14.3,-91.9167,95.54,11.32,4,62,GT,1650919447
penzance,50.1186,-5.5371,47.08,8.52,2,79,GB,1650919447
hendek,40.7994,30.7481,59.56,3.0,89,83,TR,1650919448
fairbanks,64.8378,-147.7164,46.22,0.0,75,49,US,1650919448
tiarei,-17.5333,-149.3333,84.22,10.18,8,74,PF,1650919448
scarborough,54.2797,-0.4044,44.33,1.01,17,87,GB,1650919260
port hardy,50.6996,-127.4199,42.98,6.91,100,87,CA,1650919449
osypenko,46.9136,36.8253,55.9,4.32,95,73,UA,1650919450
najran,17.4924,44.1277,77.65,4.36,2,46,SA,1650919450
fortuna,40.5982,-124.1573,57.56,11.5,75,86,US,1650919258
bluff,-46.6,168.3333,51.8,24.14,98,67,NZ,1650919451
carbonia,39.1672,8.5222,59.95,4.16,23,72,IT,1650919451
new richmond,45.123,-92.5366,37.08,14.97,100,60,US,1650919330
bonthe,7.5264,-12.505,80.69,10.98,83,85,SL,1650919452
dzhebariki-khaya,62.2167,135.8,22.51,1.5,100,94,RU,1650919452
san patricio,28.017,-97.5169,83.25,18.12,94,57,US,1650919453
wokha,26.1,94.2667,54.64,3.65,0,83,IN,1650919453
pisco,-13.7,-76.2167,69.85,6.91,0,73,PE,1650919454
margate,51.3813,1.3862,48.38,8.01,71,83,GB,1650919454
karratha,-20.7377,116.8463,75.18,6.89,72,71,AU,1650919455
dingle,10.9995,122.6711,77.74,6.89,65,88,PH,1650919455
motygino,58.1831,94.7592,28.72,5.44,100,97,RU,1650919456
kaeo,-35.1,173.7833,58.32,4.92,35,97,NZ,1650919456
wilmington,34.2257,-77.9447,79.39,10.36,0,53,US,1650919318
flinders,-34.5833,150.8552,59.29,5.99,100,93,AU,1650919457
bengkulu,-3.8004,102.2655,76.33,7.63,100,86,ID,1650919457
port lincoln,-34.7333,135.8667,64.4,9.89,100,80,AU,1650919458
ostrovnoy,68.0531,39.5131,34.45,10.54,100,98,RU,1650919458
indiaroba,-11.5192,-37.5117,75.88,5.01,1,79,BR,1650919458
lempaala,61.3167,23.75,44.98,9.22,0,57,FI,1650919459
mackay,-21.15,149.2,76.98,14.97,40,78,AU,1650919459
lebu,-37.6167,-73.65,55.31,23.4,100,76,CL,1650919460
tashara,55.5195,83.5094,36.16,6.89,90,74,RU,1650919460
firovo,57.4814,33.7021,39.43,5.5,11,95,RU,1650919460
kavieng,-2.5744,150.7967,81.41,10.89,77,78,PG,1650919461
nyurba,63.2842,118.3319,22.19,1.34,100,96,RU,1650919461
buala,-8.145,159.5921,82.2,4.34,76,78,SB,1650919462
severnyy,50.677,36.5532,57.24,4.47,0,58,RU,1650919462
shingu,33.7333,135.9833,64.65,1.25,100,94,JP,1650919463
san juan,-31.5375,-68.5364,82.62,11.16,0,18,AR,1650919209
port-gentil,-0.7193,8.7815,80.56,4.61,40,94,GA,1650919463
itarema,-2.9248,-39.9167,78.69,11.27,35,86,BR,1650919440
tanout,14.9709,8.8879,88.52,6.89,82,11,NE,1650919464
ulladulla,-35.35,150.4667,56.3,4.47,100,90,AU,1650919231
ziarat,30.3823,67.7282,57.38,8.01,66,21,PK,1650919464
filingue,14.3521,3.3168,91.15,8.34,99,9,NE,1650919465
narsaq,60.9167,-46.05,46.62,0.81,93,79,GL,1650919465
belyy yar,53.6039,91.3903,22.89,2.24,0,80,RU,1650919466
namibe,-15.1961,12.1522,71.2,5.06,2,77,AO,1650919466
sorland,67.667,12.6934,33.66,25.61,100,65,NO,1650919467
presidencia roque saenz pena,-26.7852,-60.4388,82.62,8.3,100,66,AR,1650919281
kloulklubed,7.0419,134.2556,75.7,18.07,100,79,PW,1650919467
airai,-8.9266,125.4092,57.31,1.21,48,73,TL,1650919468
san policarpo,12.1791,125.5072,82.13,14.18,100,84,PH,1650919468
opuwo,-18.0607,13.84,69.03,5.48,2,39,NA,1650919469
port moresby,-9.4431,147.1797,76.42,5.75,40,94,PG,1650919469
sines,37.9562,-8.8698,59.29,5.66,16,87,PT,1650919469
hrodna,53.6884,23.8258,40.86,4.12,79,94,BY,1650919186
mezdra,43.15,23.7,56.5,2.48,61,71,BG,1650919470
lagoa,39.05,-27.9833,57.92,12.35,47,72,PT,1650919470
matara,5.9485,80.5353,77.65,2.71,36,88,LK,1650919471
cayenne,4.9333,-52.3333,80.1,3.44,87,1,GF,1650919201
pemangkat,1.1667,108.9667,76.66,5.32,100,87,ID,1650919471
vysokogornyy,50.1167,139.15,23.5,3.91,100,94,RU,1650919472
sinnamary,5.3833,-52.95,80.08,9.82,100,82,GF,1650919472
provideniya,64.3833,-173.3,26.71,20.13,100,74,RU,1650919473
faribault,44.295,-93.2688,35.37,20.71,100,65,US,1650919473
lanzhou,36.0564,103.7922,60.96,1.86,100,37,CN,1650919473
lipari,38.4674,14.954,57.6,3.31,100,76,IT,1650919474
bambanglipuro,-7.95,110.2833,76.82,3.74,84,89,ID,1650919474
bathsheba,13.2167,-59.5167,75.81,13.8,75,100,BB,1650919475
coruripe,-10.1256,-36.1756,77.97,9.13,34,77,BR,1650919207
shirgaon,19.7,72.7,83.44,1.39,0,64,IN,1650919476
grindavik,63.8424,-22.4338,45.07,5.75,100,81,IS,1650919476
miquelon,47.0975,-56.3814,48.2,20.71,22,81,PM,1650919476
seabra,-12.4186,-41.7703,71.29,4.97,0,58,BR,1650919477
galle,6.0367,80.217,79.23,2.64,69,82,LK,1650919477
bahir dar,11.5936,37.3908,71.46,5.53,91,37,ET,1650919478
sisimiut,66.9395,-53.6735,28.6,6.26,100,83,GL,1650919184
varadero,23.1536,-81.2514,84.96,22.7,6,72,CU,1650919478
faanui,-16.4833,-151.75,81.39,10.47,10,72,PF,1650919479
walvis bay,-22.9575,14.5053,59.95,5.75,0,82,NA,1650919479
kisangani,0.5167,25.2,70.66,0.72,97,92,CD,1650919479
ambilobe,-13.2,49.05,72.68,3.87,99,83,MG,1650919480
torbay,47.6666,-52.7314,37.69,18.01,100,93,CA,1650919480
santa rosa,14.3122,121.1114,82.13,8.05,22,80,PH,1650919238
talaya,61.3833,152.75,16.27,6.62,100,91,RU,1650919481
etawah,26.7769,79.0239,88.2,1.39,8,14,IN,1650919482
minatitlan,17.9833,-94.5167,82.49,11.5,40,78,MX,1650919482
rocha,-34.4833,-54.3333,66.31,4.99,100,97,UY,1650919483
leshukonskoye,64.8989,45.7622,32.85,3.94,100,96,RU,1650919483
armidale,-30.5167,151.65,47.53,4.88,100,97,AU,1650919484
vila franca do campo,37.7167,-25.4333,59.41,8.32,13,78,PT,1650919484
todos santos,23.45,-110.2167,73.06,7.63,6,59,MX,1650919485
balkanabat,39.5108,54.3671,72.81,10.71,98,29,TM,1650919485
gornopravdinsk,60.05,69.9,36.72,4.97,100,99,RU,1650919485
jambi,-1.6,103.6167,73.99,1.23,98,98,ID,1650919486
zyryanka,65.75,150.85,11.21,10.76,92,93,RU,1650919486
pervomayskoye,43.919,46.7102,51.33,7.43,0,80,RU,1650919487
east london,-33.0153,27.9116,62.33,14.79,15,70,ZA,1650919232
sergeyevka,53.88,67.4158,50.14,8.1,100,52,KZ,1650919487
henties bay,-22.116,14.2845,62.65,7.36,0,68,NA,1650919487
big spring,32.2504,-101.4787,67.98,23.02,0,35,US,1650919488
husavik,66.0449,-17.3389,41.88,2.13,68,78,IS,1650919488
bubaque,11.2833,-15.8333,77.72,16.96,6,78,GW,1650919488
lima,-12.0432,-77.0282,66.45,4.61,40,77,PE,1650919489
coquimbo,-29.9533,-71.3436,56.93,12.66,100,100,CL,1650919469
altay,47.8667,88.1167,41.2,2.44,90,53,CN,1650919489
shimoda,34.6667,138.95,63.1,1.36,100,90,JP,1650919490
muroto,33.2833,134.15,67.17,2.42,100,93,JP,1650919490
diffa,13.3154,12.6113,92.86,7.78,51,17,NE,1650919491
esna,25.2934,32.554,82.42,5.14,1,13,EG,1650919491
zamora,-4.0692,-78.9567,83.44,1.21,98,99,EC,1650919491
perelyub,51.8667,50.3667,53.62,8.25,69,79,RU,1650919492
chickasha,35.0526,-97.9364,64.58,10.36,0,34,US,1650919492
urucara,-2.5364,-57.76,80.35,2.82,94,90,BR,1650919492
sao filipe,14.8961,-24.4956,76.8,8.59,4,62,CV,1650919493
upernavik,72.7868,-56.1549,18.37,3.49,27,86,GL,1650919493
jiamusi,46.8333,130.35,46.29,8.12,100,72,CN,1650919494
castro,-24.7911,-50.0119,64.54,2.48,0,80,BR,1650919494
aksu,41.1231,80.2644,62.4,5.39,100,31,CN,1650919494
talcahuano,-36.7167,-73.1167,55.08,16.11,75,94,CL,1650919495
srednekolymsk,67.45,153.6833,7.18,3.49,100,94,RU,1650919495
waipawa,-41.4122,175.5153,52.9,2.39,79,75,NZ,1650919496
leningradskiy,69.3833,178.4167,13.68,9.04,64,93,RU,1650919496
ukiah,39.1502,-123.2078,71.65,9.22,0,39,US,1650919214
kropotkin,45.4375,40.5756,59.72,8.23,99,72,RU,1650919496
lumberton,34.6182,-79.0086,85.44,8.39,0,37,US,1650919497
port hedland,-20.3167,118.5667,69.85,0.0,48,94,AU,1650919497
brae,60.3964,-1.353,43.23,15.03,80,74,GB,1650919498
atar,20.5169,-13.0499,82.27,8.99,0,31,MR,1650919498
tawang,27.5833,91.8667,42.24,4.54,36,76,IN,1650919498
cabo san lucas,22.8909,-109.9124,81.64,3.0,12,62,MX,1650919297
omsukchan,62.5333,155.8,20.61,10.2,100,94,RU,1650919499
sangar,63.9242,127.4739,6.49,3.49,64,96,RU,1650919499
tayoltita,24.0833,-105.9333,89.87,8.84,1,18,MX,1650919500
marshall,34.3834,-86.3333,81.43,10.36,40,44,US,1650918782
mitsamiouli,-11.3847,43.2844,81.28,9.53,70,79,KM,1650919500
podporozhye,60.9112,34.1706,35.08,3.24,100,99,RU,1650919500
bonavista,48.6499,-53.1147,37.09,14.34,94,87,CA,1650919501
tosya,41.0155,34.0401,63.91,3.87,98,40,TR,1650919501
roma,43.2128,-75.4557,74.82,13.8,0,32,US,1650919502
tuburan,6.6439,122.2736,82.13,2.48,100,78,PH,1650919502
cariamanga,-4.3333,-79.55,68.77,1.77,81,85,EC,1650919503
hovd,48.0056,91.6419,34.14,2.93,100,27,MN,1650919503
osoyoos,49.0331,-119.4524,66.81,14.97,54,34,CA,1650919504
santa maria,-29.6842,-53.8069,69.1,3.44,40,88,BR,1650919504
artyom,40.4723,50.333,51.94,4.94,23,62,AZ,1650919504
muswellbrook,-32.2667,150.9,54.32,0.56,100,95,AU,1650919505
barrow,71.2906,-156.7887,12.22,12.66,100,79,US,1650919505
itoman,26.1247,127.6694,76.86,16.11,75,96,JP,1650919506
wloclawek,52.6482,19.0678,42.73,7.52,100,93,PL,1650919506
marsaxlokk,35.8419,14.5431,63.21,3.44,20,77,MT,1650919506
santarem,-2.4431,-54.7083,86.13,8.05,20,74,BR,1650919507
padang,-0.9492,100.3543,77.58,4.14,100,88,ID,1650919507
batagay-alyta,67.8006,130.4114,6.46,3.0,100,95,RU,1650919508
iqaluit,63.7506,-68.5145,4.73,26.46,75,72,CA,1650919508
bastia,42.6667,9.3333,54.99,3.44,0,85,FR,1650919413
alofi,-19.0595,-169.9187,78.69,4.61,100,89,NU,1650919222
singarayakonda,15.25,80.0333,80.78,9.71,2,81,IN,1650919509
djambala,-2.5447,14.7533,70.2,3.47,90,88,CG,1650919510
broken hill,-31.95,141.4333,58.71,14.97,100,88,AU,1650919428
guerrero negro,27.9769,-114.0611,82.62,12.44,0,21,MX,1650919510
dibulla,11.2725,-73.3091,80.6,4.79,100,79,CO,1650919511
nanding,36.7483,118.0558,66.29,4.92,1,73,CN,1650919511
dunmore east,52.1514,-6.9861,47.17,11.03,5,75,IE,1650919511
tingambato,19.5,-101.8667,85.35,10.0,37,21,MX,1650919512
acajutla,13.5928,-89.8275,85.57,8.14,30,64,SV,1650919512
katima mulilo,-17.5,24.2667,71.65,0.85,47,46,NA,1650919513
luderitz,-26.6481,15.1594,59.72,14.74,0,51,NA,1650919513
bethel,41.3712,-73.414,59.14,5.99,0,37,US,1650919513
key west,24.5557,-81.7826,83.3,18.41,20,63,US,1650919514
saskylakh,71.9167,114.0833,-6.09,3.85,100,100,RU,1650919514
annau,37.8876,58.516,72.9,6.91,75,49,TM,1650919515
thunder bay,48.4001,-89.3168,33.75,14.97,75,60,CA,1650919515
mnogovershinnyy,53.9353,139.9242,20.84,3.8,16,85,RU,1650919516
bariadi,-2.8,33.9833,65.14,4.9,93,91,TZ,1650919516
chai badan,15.2,101.1333,83.46,11.61,36,71,TH,1650919516
saint-philippe,-21.3585,55.7679,72.99,15.28,90,79,RE,1650919517
cameron park,38.6688,-120.9872,74.84,5.01,74,31,US,1650919517
kazachinskoye,57.6953,93.2761,28.62,6.06,100,91,RU,1650919518
bereznik,62.8551,42.7072,38.46,7.34,100,97,RU,1650919518
saint george,37.1041,-113.5841,75.56,5.75,0,11,US,1650919262
diego de almagro,-26.3667,-70.05,72.63,10.04,1,32,CL,1650919520
muros,42.7762,-9.0603,56.84,6.8,91,73,ES,1650919520
mana,5.6592,-53.7767,80.1,9.75,97,83,GF,1650919521
naze,28.3667,129.4833,72.52,16.02,34,91,JP,1650919521
panalingaan,8.7842,117.4231,79.16,1.92,97,86,PH,1650919522
elliot,-31.3333,27.85,40.24,0.83,16,88,ZA,1650919522
camacha,33.0833,-16.3333,60.22,8.05,40,77,PT,1650919522
marfino,55.7028,37.3822,51.12,6.71,75,83,RU,1650919523
luganville,-15.5333,167.1667,79.38,8.59,77,80,VU,1650919523
buchach,49.0625,25.388,49.66,7.47,100,85,UA,1650919524
nogliki,51.8333,143.1667,21.38,6.24,41,90,RU,1650919524
tessalit,20.1986,1.0114,81.48,9.51,0,15,ML,1650919524
the valley,18.217,-63.0578,81.39,11.5,20,54,AI,1650919525
vestmannaeyjar,63.4427,-20.2734,45.59,12.64,66,85,IS,1650919525
vila velha,-20.3297,-40.2925,78.94,10.36,75,77,BR,1650919526
srivardhan,18.0333,73.0167,82.18,3.6,13,72,IN,1650919526
hamilton,39.1834,-84.5333,61.65,14.97,75,89,US,1650919330
mwinilunga,-11.7358,24.4293,60.93,2.89,73,94,ZM,1650919527
valparaiso,-33.0393,-71.6273,61.27,10.36,40,82,CL,1650919527
yeppoon,-23.1333,150.7333,65.98,19.89,100,82,AU,1650919527
constitucion,-35.3333,-72.4167,55.92,8.1,100,82,CL,1650919528
coracora,-15.0333,-73.7833,57.9,7.76,100,64,PE,1650919528
plymouth,41.8334,-70.8328,55.31,10.36,0,53,US,1650919529
nanortalik,60.1432,-45.2371,35.28,6.02,98,89,GL,1650919529
dali,25.7,100.1833,54.52,5.17,0,67,CN,1650919530
luena,-11.7833,19.9167,68.04,3.69,100,69,AO,1650919530
calamar,10.2511,-74.9146,85.86,1.63,100,64,CO,1650919531
vostok,46.4856,135.8833,39.25,5.46,100,75,RU,1650919532
qasigiannguit,68.8193,-51.1922,28.76,4.03,100,91,GL,1650919533
kattivakkam,13.2167,80.3167,84.07,9.98,10,88,IN,1650919533
hokitika,-42.7167,170.9667,54.28,3.11,47,75,NZ,1650919534
mae sai,20.4335,99.8762,76.51,1.34,13,58,TH,1650919534
atasu,48.6814,71.6433,39.36,6.8,11,64,KZ,1650919535
vardo,70.3705,31.1107,30.18,13.8,20,80,NO,1650919535
orapa,-21.2833,25.3667,72.52,7.34,32,41,BW,1650919535
kirakira,-10.4544,161.9205,82.29,3.49,93,80,SB,1650919536
bedesa,8.9,40.7833,60.91,3.94,100,90,ET,1650919536
buchanan,5.8808,-10.0467,80.42,11.16,100,83,LR,1650919537
farafangana,-22.8167,47.8333,73.67,8.03,86,84,MG,1650919537
hualmay,-11.0964,-77.6139,70.21,10.11,100,77,PE,1650919537
evensk,61.95,159.2333,28.74,20.33,100,76,RU,1650919538
broome,42.2506,-75.833,71.55,13.8,0,49,US,1650919538
lerwick,60.1545,-1.1494,42.8,15.86,73,76,GB,1650919539
morondava,-20.2833,44.2833,82.17,8.55,90,75,MG,1650919539
voh,-20.9667,164.7,71.65,3.76,95,66,NC,1650919540
severo-kurilsk,50.6789,156.125,32.13,20.04,100,85,RU,1650919540
oparino,59.8518,48.2783,44.15,6.98,100,96,RU,1650919541
alta floresta,-9.8756,-56.0861,93.02,6.91,20,49,BR,1650919541
ouadda,8.0777,22.4007,72.14,4.23,99,84,CF,1650919541
lais,6.3328,125.6464,80.64,2.28,100,80,PH,1650919542
wasilla,61.5814,-149.4394,48.72,3.44,20,57,US,1650919278
vao,-22.6667,167.4833,74.84,20.62,100,54,NC,1650919542
katsuura,35.1333,140.3,67.03,6.06,99,92,JP,1650919542
dongsheng,39.8161,109.9776,39.97,19.26,25,16,CN,1650919543
kanniyakumari,8.0833,77.5667,82.62,9.04,98,82,IN,1650919543
